"id","room_code","room_id","kind","name","tool","status","source_path","runtime_path","prompt","negative_prompt","output_contract"
"old_quay_meshy_source_model_harbor_rail_fragments","R02","old_quay","meshy_source_model","harbor rail fragments","Meshy","pending","art/src/backgrounds/act_i/source_models/old_quay/harbor_rail_fragments.glb","","Create a single reusable 3D source prop for The Old Quay on Isla Mordida: harbor rail fragments. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/old_quay/harbor_rail_fragments.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"old_quay_generated_reference_grime_texture","R02","old_quay","generated_reference","grime texture","imagegen","pending","docs/art/reference/act_i/old_quay/grime_texture.png","","Reference image only for The Old Quay on Isla Mordida: grime texture. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/old_quay/grime_texture.png. Use only as paintover reference; do not import directly as a final background plate."
"old_quay_generated_reference_ink_wash_edge_breakup","R02","old_quay","generated_reference","ink-wash edge breakup","imagegen","pending","docs/art/reference/act_i/old_quay/ink_wash_edge_breakup.png","","Reference image only for The Old Quay on Isla Mordida: ink-wash edge breakup. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/old_quay/ink_wash_edge_breakup.png. Use only as paintover reference; do not import directly as a final background plate."
"old_quay_generated_reference_palette_safe_mood_reference","R02","old_quay","generated_reference","palette-safe mood reference","imagegen","pending","docs/art/reference/act_i/old_quay/palette_safe_mood_reference.png","","Reference image only for The Old Quay on Isla Mordida: palette-safe mood reference. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/old_quay/palette_safe_mood_reference.png. Use only as paintover reference; do not import directly as a final background plate."
"old_quay_generated_reference_non_clickable_dressing_silhouettes","R02","old_quay","generated_reference","non-clickable dressing silhouettes","imagegen","pending","docs/art/reference/act_i/old_quay/non_clickable_dressing_silhouettes.png","","Reference image only for The Old Quay on Isla Mordida: non-clickable dressing silhouettes. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/old_quay/non_clickable_dressing_silhouettes.png. Use only as paintover reference; do not import directly as a final background plate."
"old_quay_interactive_layer_bollard_tomas","R02","old_quay","interactive_layer","Bollard Tomas","paintover","pending","art/src/backgrounds/act_i/interactive_layers/old_quay/tomas.psd","game/rooms/old_quay/props/tomas.png","Paint a separate interactive layer for The Old Quay on Isla Mordida: Bollard Tomas, centered near 470, 720. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [conditional_followup, confession_source] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/old_quay/tomas.psd; runtime export target is game/rooms/old_quay/props/tomas.png. Keep Godot hotspot metadata authoritative."
"old_quay_interactive_layer_empty_flask","R02","old_quay","interactive_layer","Empty flask","paintover","pending","art/src/backgrounds/act_i/interactive_layers/old_quay/flask.psd","game/rooms/old_quay/props/flask.png","Paint a separate interactive layer for The Old Quay on Isla Mordida: Empty flask, centered near 1180, 760. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [item_reward] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/old_quay/flask.psd; runtime export target is game/rooms/old_quay/props/flask.png. Keep Godot hotspot metadata authoritative."
"old_quay_interactive_layer_rope_cleat","R02","old_quay","interactive_layer","Rope cleat","paintover","pending","art/src/backgrounds/act_i/interactive_layers/old_quay/ropecleat.psd","game/rooms/old_quay/props/ropecleat.png","Paint a separate interactive layer for The Old Quay on Isla Mordida: Rope cleat, centered near 720, 800. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [wet_verb, item_reward] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/old_quay/ropecleat.psd; runtime export target is game/rooms/old_quay/props/ropecleat.png. Keep Godot hotspot metadata authoritative."
"old_quay_navigation_silhouette_salt_market","R02","old_quay","navigation_silhouette","Salt Market","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/old_quay/tosaltmarket.psd","game/rooms/old_quay/background/old_quay_bg.png","Paint navigation readability for The Old Quay on Isla Mordida exit: Salt Market, near 1700, 700. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/old_quay/tosaltmarket.psd; final visibility is in game/rooms/old_quay/background/old_quay_bg.png. Regenerate hotspot map if coordinates change."
"old_quay_navigation_silhouette_mudflats","R02","old_quay","navigation_silhouette","Mudflats","paintover","pending","art/src/backgrounds/act_i/navigation_silhouettes/old_quay/tomudflats.psd","game/rooms/old_quay/background/old_quay_bg.png","Paint navigation readability for The Old Quay on Isla Mordida exit: Mudflats, near 180, 760. Preserve existing Godot exit metadata and make the destination silhouette legible without adding a separate puzzle object. Integrate into the room paintover and keep walk-band readability intact. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","new route, moved exit, blocked walk band, clickable-looking non-exit clutter, full generated background, explicit sexual content","Paintover source note at art/src/backgrounds/act_i/navigation_silhouettes/old_quay/tomudflats.psd; final visibility is in game/rooms/old_quay/background/old_quay_bg.png. Regenerate hotspot map if coordinates change."
"salt_market_meshy_source_model_market_stall_shells","R03","salt_market","meshy_source_model","market stall shells","Meshy","pending","art/src/backgrounds/act_i/source_models/salt_market/market_stall_shells.glb","","Create a single reusable 3D source prop for Salt Market on Isla Mordida: market stall shells. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/salt_market/market_stall_shells.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"salt_market_meshy_source_model_boot_stall","R03","salt_market","meshy_source_model","boot stall","Meshy","pending","art/src/backgrounds/act_i/source_models/salt_market/boot_stall.glb","","Create a single reusable 3D source prop for Salt Market on Isla Mordida: boot stall. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/salt_market/boot_stall.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"salt_market_meshy_source_model_hanging_lamps","R03","salt_market","meshy_source_model","hanging lamps","Meshy","pending","art/src/backgrounds/act_i/source_models/salt_market/hanging_lamps.glb","","Create a single reusable 3D source prop for Salt Market on Isla Mordida: hanging lamps. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/salt_market/hanging_lamps.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"salt_market_meshy_source_model_crowd_silhouette_blockers","R03","salt_market","meshy_source_model","crowd silhouette blockers","Meshy","pending","art/src/backgrounds/act_i/source_models/salt_market/crowd_silhouette_blockers.glb","","Create a single reusable 3D source prop for Salt Market on Isla Mordida: crowd silhouette blockers. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/salt_market/crowd_silhouette_blockers.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"salt_market_generated_reference_public_crowd_mood","R03","salt_market","generated_reference","public crowd mood","imagegen","pending","docs/art/reference/act_i/salt_market/public_crowd_mood.png","","Reference image only for Salt Market on Isla Mordida: public crowd mood. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/salt_market/public_crowd_mood.png. Use only as paintover reference; do not import directly as a final background plate."
"salt_market_generated_reference_salt_signage_grime","R03","salt_market","generated_reference","salt signage grime","imagegen","pending","docs/art/reference/act_i/salt_market/salt_signage_grime.png","","Reference image only for Salt Market on Isla Mordida: salt signage grime. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/salt_market/salt_signage_grime.png. Use only as paintover reference; do not import directly as a final background plate."
"salt_market_generated_reference_market_awning_texture","R03","salt_market","generated_reference","market awning texture","imagegen","pending","docs/art/reference/act_i/salt_market/market_awning_texture.png","","Reference image only for Salt Market on Isla Mordida: market awning texture. Produce a mood/texture/silhouette reference board for an ink-and-wash noir point-and-click background. Keep it non-final and non-layout-authoritative. Emphasize material, edge breakup, lighting feel, and palette-safe dressing ideas. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","finished game background, full room plate, new hotspot layout, text UI, readable signage that must become canon, explicit sexual content, arterial red, photorealism","Save reference image to docs/art/reference/act_i/salt_market/market_awning_texture.png. Use only as paintover reference; do not import directly as a final background plate."
"salt_market_interactive_layer_church_sign","R03","salt_market","interactive_layer","Church sign","paintover","pending","art/src/backgrounds/act_i/interactive_layers/salt_market/churchsign.psd","game/rooms/salt_market/props/churchsign.png","Paint a separate interactive layer for Salt Market on Isla Mordida: Church sign, centered near 1380, 540. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [wet_verb] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/salt_market/churchsign.psd; runtime export target is game/rooms/salt_market/props/churchsign.png. Keep Godot hotspot metadata authoritative."
"salt_market_interactive_layer_boot_stall","R03","salt_market","interactive_layer","Boot stall","paintover","pending","art/src/backgrounds/act_i/interactive_layers/salt_market/bootstall.psd","game/rooms/salt_market/props/bootstall.png","Paint a separate interactive layer for Salt Market on Isla Mordida: Boot stall, centered near 300, 720. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [gated] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/salt_market/bootstall.psd; runtime export target is game/rooms/salt_market/props/bootstall.png. Keep Godot hotspot metadata authoritative."
"salt_market_interactive_layer_fishmonger","R03","salt_market","interactive_layer","Fishmonger","paintover","pending","art/src/backgrounds/act_i/interactive_layers/salt_market/fishmonger.psd","game/rooms/salt_market/props/fishmonger.png","Paint a separate interactive layer for Salt Market on Isla Mordida: Fishmonger, centered near 520, 720. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [confession_source] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/salt_market/fishmonger.psd; runtime export target is game/rooms/salt_market/props/fishmonger.png. Keep Godot hotspot metadata authoritative."
"salt_market_interactive_layer_confession_queue","R03","salt_market","interactive_layer","Confession queue","paintover","pending","art/src/backgrounds/act_i/interactive_layers/salt_market/confessionqueue.psd","game/rooms/salt_market/props/confessionqueue.png","Paint a separate interactive layer for Salt Market on Isla Mordida: Confession queue, centered near 1180, 720. It must read at 1920x1080, align to the existing hotspot, and remain separable from the baked background because roles [confession_source] touch game logic. Transparent background, clean silhouette, palette-audited, no coordinate drift. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","merged into background only, moved hotspot center, decorative ambiguity, extra interactable-looking clutter, explicit sexual content, arterial red without approval","Source stays at art/src/backgrounds/act_i/interactive_layers/salt_market/confessionqueue.psd; runtime export target is game/rooms/salt_market/props/confessionqueue.png. Keep Godot hotspot metadata authoritative."
