"id","room_code","room_id","name","source_path","content_status","generation_status","estimated_preview_credits","estimated_refine_credits","prompt","negative_prompt","output_contract"
"salt_market_meshy_source_model_market_stall_shells","R03","salt_market","market stall shells","art/src/backgrounds/act_i/source_models/salt_market/market_stall_shells.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Salt Market on Isla Mordida: market stall shells. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/salt_market/market_stall_shells.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbor_registry_meshy_source_model_ledger_stacks","R05","harbor_registry","ledger stacks","art/src/backgrounds/act_i/source_models/harbor_registry/ledger_stacks.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Harbor Registry on Isla Mordida: ledger stacks. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbor_registry/ledger_stacks.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbor_registry_meshy_source_model_registrar_desk","R05","harbor_registry","Registrar desk","art/src/backgrounds/act_i/source_models/harbor_registry/registrar_desk.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Harbor Registry on Isla Mordida: Registrar desk. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbor_registry/registrar_desk.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbor_registry_meshy_source_model_roll_book_lectern","R05","harbor_registry","roll book lectern","art/src/backgrounds/act_i/source_models/harbor_registry/roll_book_lectern.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Harbor Registry on Isla Mordida: roll book lectern. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbor_registry/roll_book_lectern.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"harbor_registry_meshy_source_model_window_frame","R05","harbor_registry","window frame","art/src/backgrounds/act_i/source_models/harbor_registry/window_frame.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Harbor Registry on Isla Mordida: window frame. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/harbor_registry/window_frame.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"bone_chandler_meshy_source_model_bone_shelf_units","R06","bone_chandler","bone shelf units","art/src/backgrounds/act_i/source_models/bone_chandler/bone_shelf_units.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Bone Chandler on Isla Mordida: bone shelf units. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/bone_chandler/bone_shelf_units.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"bone_chandler_meshy_source_model_chess_set_scale_prop","R06","bone_chandler","chess set scale prop","art/src/backgrounds/act_i/source_models/bone_chandler/chess_set_scale_prop.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Bone Chandler on Isla Mordida: chess set scale prop. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/bone_chandler/chess_set_scale_prop.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"bone_chandler_meshy_source_model_prosper_watch_display_block","R06","bone_chandler","Prosper watch display block","art/src/backgrounds/act_i/source_models/bone_chandler/prosper_watch_display_block.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Bone Chandler on Isla Mordida: Prosper watch display block. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/bone_chandler/prosper_watch_display_block.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"bone_chandler_meshy_source_model_trade_counter","R06","bone_chandler","trade counter","art/src/backgrounds/act_i/source_models/bone_chandler/trade_counter.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Bone Chandler on Isla Mordida: trade counter. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/bone_chandler/trade_counter.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"almshouse_meshy_source_model_cot_rows","R07","almshouse","cot rows","art/src/backgrounds/act_i/source_models/almshouse/cot_rows.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Almshouse on Isla Mordida: cot rows. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/almshouse/cot_rows.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"almshouse_meshy_source_model_privacy_screens","R07","almshouse","privacy screens","art/src/backgrounds/act_i/source_models/almshouse/privacy_screens.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Almshouse on Isla Mordida: privacy screens. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/almshouse/privacy_screens.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"almshouse_meshy_source_model_prosper_sitting_silhouette_block","R07","almshouse","Prosper sitting silhouette block","art/src/backgrounds/act_i/source_models/almshouse/prosper_sitting_silhouette_block.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Almshouse on Isla Mordida: Prosper sitting silhouette block. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/almshouse/prosper_sitting_silhouette_block.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"almshouse_meshy_source_model_window_frame","R07","almshouse","window frame","art/src/backgrounds/act_i/source_models/almshouse/window_frame.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Almshouse on Isla Mordida: window frame. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/almshouse/window_frame.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"fish_hall_meshy_source_model_drain_grate","R08","fish_hall","drain grate","art/src/backgrounds/act_i/source_models/fish_hall/drain_grate.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Fish Hall on Isla Mordida: drain grate. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/fish_hall/drain_grate.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"fish_hall_meshy_source_model_ice_table","R08","fish_hall","ice table","art/src/backgrounds/act_i/source_models/fish_hall/ice_table.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Fish Hall on Isla Mordida: ice table. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/fish_hall/ice_table.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"fish_hall_meshy_source_model_tagged_body_table_silhouette","R08","fish_hall","tagged body-table silhouette","art/src/backgrounds/act_i/source_models/fish_hall/tagged_body_table_silhouette.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Fish Hall on Isla Mordida: tagged body-table silhouette. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/fish_hall/tagged_body_table_silhouette.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"fish_hall_meshy_source_model_visitor_book_stand","R08","fish_hall","visitor book stand","art/src/backgrounds/act_i/source_models/fish_hall/visitor_book_stand.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for The Fish Hall on Isla Mordida: visitor book stand. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/fish_hall/visitor_book_stand.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"church_of_the_drowned_meshy_source_model_church_ledger_desk","R09","church_of_the_drowned","Church ledger desk","art/src/backgrounds/act_i/source_models/church_of_the_drowned/church_ledger_desk.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Church of the Drowned on Isla Mordida: Church ledger desk. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/church_of_the_drowned/church_ledger_desk.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"church_of_the_drowned_meshy_source_model_confession_booth","R09","church_of_the_drowned","confession booth","art/src/backgrounds/act_i/source_models/church_of_the_drowned/confession_booth.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Church of the Drowned on Isla Mordida: confession booth. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/church_of_the_drowned/confession_booth.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
"church_of_the_drowned_meshy_source_model_green_lamp_housings","R09","church_of_the_drowned","green lamp housings","art/src/backgrounds/act_i/source_models/church_of_the_drowned/green_lamp_housings.glb","missing","blocked_no_meshy_key","20","10","Create a single reusable 3D source prop for Church of the Drowned on Isla Mordida: green lamp housings. Fixed-camera point-and-click adventure source asset, stylized 1740s occult harbor noir, strong silhouette, simple readable geometry, usable as Blender blockout/paintover reference, neutral grey material groups, no scene floor, no full room, no characters, no text labels. limited ink-and-wash noir palette: bone paper white #E4DCC8, wet black #0C1013, harbor slate #2A3A40, absinthe green #7D9B4E only for wrong light, whale-oil amber #C98A3C only for warmth, no arterial red unless explicitly approved.","whole room, complete environment, final background, camera blur, unreadable tiny detail, modern objects, extra characters, explicit sexual content, arterial red, photoreal gore","Download as GLB to art/src/backgrounds/act_i/source_models/church_of_the_drowned/green_lamp_housings.glb. Import into Blender only as helper geometry; final room art still comes from greybox plus paintover."
